id,query,dimension_tuple_json,is_realistic_and_kept,notes_for_filtering
SYN166,"I recently made a purchase for services using my Visa card, but the transaction isn’t displaying properly. Can you help me understand why it’s unrecognized?","{""DisputeReason"":""unrecognized"",""PaymentNetwork"":""visa"",""MerchantServiceType"":""services"",""CustomerSentiment"":""formal"",""TransactionContext"":""recent_transaction"",""QueryStyleAndDetail"":""natural_question_moderate_detail""}",1,
SYN167,"Hello, I've noticed a recent transaction on my Visa statement for services that I don’t recognize. This is quite troubling, and I’d appreciate your assistance in resolving this issue.","{""DisputeReason"":""unrecognized"",""PaymentNetwork"":""visa"",""MerchantServiceType"":""services"",""CustomerSentiment"":""formal"",""TransactionContext"":""recent_transaction"",""QueryStyleAndDetail"":""natural_question_moderate_detail""}",1,
SYN168,"Hi there! I used my Visa card for a service transaction just a few days ago. However, I see it listed as unrecognized on my account. What steps can I take to clarify this?","{""DisputeReason"":""unrecognized"",""PaymentNetwork"":""visa"",""MerchantServiceType"":""services"",""CustomerSentiment"":""formal"",""TransactionContext"":""recent_transaction"",""QueryStyleAndDetail"":""natural_question_moderate_detail""}",1,
SYN169,"Dear support, I am writing regarding a recent transaction charged to my Visa for services. It's marked as unrecognized, and I would like to dispute this, if possible. Thank you for your help.","{""DisputeReason"":""unrecognized"",""PaymentNetwork"":""visa"",""MerchantServiceType"":""services"",""CustomerSentiment"":""formal"",""TransactionContext"":""recent_transaction"",""QueryStyleAndDetail"":""natural_question_moderate_detail""}",1,
SYN170,"I had a transaction recently where I paid for some services via Visa, but I can't find any record of that service. Can you please look into this unrecognized transaction for me?","{""DisputeReason"":""unrecognized"",""PaymentNetwork"":""visa"",""MerchantServiceType"":""services"",""CustomerSentiment"":""formal"",""TransactionContext"":""recent_transaction"",""QueryStyleAndDetail"":""natural_question_moderate_detail""}",1,
SYN171,"Hi, I recently tried to cancel a subscription service I was paying for with my Amex card, but I'm not sure if it went through. The charge was a small amount, and I just need to confirm that everything is closed out. Can you help me with this?","{""DisputeReason"":""subscription_canceled"",""PaymentNetwork"":""amex"",""MerchantServiceType"":""services"",""CustomerSentiment"":""neutral"",""TransactionContext"":""low_amount"",""QueryStyleAndDetail"":""detailed_request_high_detail""}",1,
SYN172,"Greetings! I want to address an issue regarding a subscription I recently canceled. I used my American Express for the payments, which were pretty low amounts. I just want to make sure that the cancellation has been processed correctly. Thanks!","{""DisputeReason"":""subscription_canceled"",""PaymentNetwork"":""amex"",""MerchantServiceType"":""services"",""CustomerSentiment"":""neutral"",""TransactionContext"":""low_amount"",""QueryStyleAndDetail"":""detailed_request_high_detail""}",1,
SYN173,"Hey, so I canceled a subscription for one of those services I was using and paid via Amex. The amount wasn’t much, just a small charge. However, I’m not sure if the cancellation was successful. Can you tell me if that’s all sorted out? Thanks!","{""DisputeReason"":""subscription_canceled"",""PaymentNetwork"":""amex"",""MerchantServiceType"":""services"",""CustomerSentiment"":""neutral"",""TransactionContext"":""low_amount"",""QueryStyleAndDetail"":""detailed_request_high_detail""}",1,
SYN174,"Hello, I hope you can assist me. I canceled a subscription service, and I used my Amex for the payment. The charge was quite low, but I want to ensure that the cancellation was properly executed. What steps should I take to confirm this?","{""DisputeReason"":""subscription_canceled"",""PaymentNetwork"":""amex"",""MerchantServiceType"":""services"",""CustomerSentiment"":""neutral"",""TransactionContext"":""low_amount"",""QueryStyleAndDetail"":""detailed_request_high_detail""}",1,
SYN175,"Hi, I need some help with a subscription I canceled recently. I paid for it with my Amex card, it was a low amount service. I'm neutral about this but just want to confirm that my subscription is indeed canceled and there are no more charges. Could you provide me with that info?","{""DisputeReason"":""subscription_canceled"",""PaymentNetwork"":""amex"",""MerchantServiceType"":""services"",""CustomerSentiment"":""neutral"",""TransactionContext"":""low_amount"",""QueryStyleAndDetail"":""detailed_request_high_detail""}",1,
SYN176,"subscription canceled on amex, why?","{""DisputeReason"":""subscription_canceled"",""PaymentNetwork"":""amex"",""MerchantServiceType"":""services"",""CustomerSentiment"":""frustrated"",""TransactionContext"":""low_amount"",""QueryStyleAndDetail"":""short_keywords_minimal_detail""}",1,
SYN177,"canceled my service, no refund?","{""DisputeReason"":""subscription_canceled"",""PaymentNetwork"":""amex"",""MerchantServiceType"":""services"",""CustomerSentiment"":""frustrated"",""TransactionContext"":""low_amount"",""QueryStyleAndDetail"":""short_keywords_minimal_detail""}",1,
SYN178,got charged for somethin I canceled on amex,"{""DisputeReason"":""subscription_canceled"",""PaymentNetwork"":""amex"",""MerchantServiceType"":""services"",""CustomerSentiment"":""frustrated"",""TransactionContext"":""low_amount"",""QueryStyleAndDetail"":""short_keywords_minimal_detail""}",1,
SYN179,"frustrated, subscription was supposed to stop!","{""DisputeReason"":""subscription_canceled"",""PaymentNetwork"":""amex"",""MerchantServiceType"":""services"",""CustomerSentiment"":""frustrated"",""TransactionContext"":""low_amount"",""QueryStyleAndDetail"":""short_keywords_minimal_detail""}",1,
SYN180,why am I still getting billed for low amount?,"{""DisputeReason"":""subscription_canceled"",""PaymentNetwork"":""amex"",""MerchantServiceType"":""services"",""CustomerSentiment"":""frustrated"",""TransactionContext"":""low_amount"",""QueryStyleAndDetail"":""short_keywords_minimal_detail""}",1,
SYN181,Double charge on mastercard for merch purchase,"{""DisputeReason"":""duplicate"",""PaymentNetwork"":""mastercard"",""MerchantServiceType"":""merchandise"",""CustomerSentiment"":""neutral"",""TransactionContext"":""recent_transaction"",""QueryStyleAndDetail"":""short_keywords_minimal_detail""}",1,
SYN182,merchandise duplicate transaction with Mastercard,"{""DisputeReason"":""duplicate"",""PaymentNetwork"":""mastercard"",""MerchantServiceType"":""merchandise"",""CustomerSentiment"":""neutral"",""TransactionContext"":""recent_transaction"",""QueryStyleAndDetail"":""short_keywords_minimal_detail""}",1,
SYN183,Help! I got charged twice for a recent purchase?,"{""DisputeReason"":""duplicate"",""PaymentNetwork"":""mastercard"",""MerchantServiceType"":""merchandise"",""CustomerSentiment"":""neutral"",""TransactionContext"":""recent_transaction"",""QueryStyleAndDetail"":""short_keywords_minimal_detail""}",1,
SYN184,"Need support, my mastercard shows a duplicate from a recent transaction.","{""DisputeReason"":""duplicate"",""PaymentNetwork"":""mastercard"",""MerchantServiceType"":""merchandise"",""CustomerSentiment"":""neutral"",""TransactionContext"":""recent_transaction"",""QueryStyleAndDetail"":""short_keywords_minimal_detail""}",1,
SYN185,Why was my Mastercard charged 2x for the same item?,"{""DisputeReason"":""duplicate"",""PaymentNetwork"":""mastercard"",""MerchantServiceType"":""merchandise"",""CustomerSentiment"":""neutral"",""TransactionContext"":""recent_transaction"",""QueryStyleAndDetail"":""short_keywords_minimal_detail""}",1,
SYN186,"I made a payment with my Amex for some services recently, but the product/service was totally unacceptable. Can you help me resolve this?","{""DisputeReason"":""product_unacceptable"",""PaymentNetwork"":""amex"",""MerchantServiceType"":""services"",""CustomerSentiment"":""frustrated"",""TransactionContext"":""recent_transaction"",""QueryStyleAndDetail"":""natural_question_moderate_detail""}",1,
SYN187,"I’m really frustrated right now because I used my Amex for a recent transaction on services, and it’s just not acceptable. What can I do about this?","{""DisputeReason"":""product_unacceptable"",""PaymentNetwork"":""amex"",""MerchantServiceType"":""services"",""CustomerSentiment"":""frustrated"",""TransactionContext"":""recent_transaction"",""QueryStyleAndDetail"":""natural_question_moderate_detail""}",1,
SYN188,"Hey, I had an issue with a service I paid for with my Amex. The product was not acceptable and I just did this transaction recently. Can you help me figure this out?","{""DisputeReason"":""product_unacceptable"",""PaymentNetwork"":""amex"",""MerchantServiceType"":""services"",""CustomerSentiment"":""frustrated"",""TransactionContext"":""recent_transaction"",""QueryStyleAndDetail"":""natural_question_moderate_detail""}",1,
SYN189,"So I paid using Amex for some services, and honestly, the product I got was unacceptable. I’m feeling really frustrated with this recent transaction. What’s the process for getting this resolved?","{""DisputeReason"":""product_unacceptable"",""PaymentNetwork"":""amex"",""MerchantServiceType"":""services"",""CustomerSentiment"":""frustrated"",""TransactionContext"":""recent_transaction"",""QueryStyleAndDetail"":""natural_question_moderate_detail""}",1,
SYN190,"I can't believe how unacceptable this service has been! I used my Amex card for a recent transaction, and I'm really frustrated. Can you guide me on what steps to take?","{""DisputeReason"":""product_unacceptable"",""PaymentNetwork"":""amex"",""MerchantServiceType"":""services"",""CustomerSentiment"":""frustrated"",""TransactionContext"":""recent_transaction"",""QueryStyleAndDetail"":""natural_question_moderate_detail""}",1,
SYN191,"I'm really frustrated with my recent purchase. The item I bought through Visa from your store is just unacceptable. It was a small amount, but I feel like I've wasted my money. What can I do?","{""DisputeReason"":""product_unacceptable"",""PaymentNetwork"":""visa"",""MerchantServiceType"":""merchandise"",""CustomerSentiment"":""frustrated"",""TransactionContext"":""low_amount"",""QueryStyleAndDetail"":""natural_question_moderate_detail""}",1,
SYN192,"I tried to buy some merchandise with my Visa card, but what I received is totally not what I expected! It’s so disappointing. Can you help me fix this?","{""DisputeReason"":""product_unacceptable"",""PaymentNetwork"":""visa"",""MerchantServiceType"":""merchandise"",""CustomerSentiment"":""frustrated"",""TransactionContext"":""low_amount"",""QueryStyleAndDetail"":""natural_question_moderate_detail""}",1,
SYN193,"The product I got isn’t acceptable at all! I paid with my visa for a low-priced item, and now I’m frustrated. How do I go about getting a refund?","{""DisputeReason"":""product_unacceptable"",""PaymentNetwork"":""visa"",""MerchantServiceType"":""merchandise"",""CustomerSentiment"":""frustrated"",""TransactionContext"":""low_amount"",""QueryStyleAndDetail"":""natural_question_moderate_detail""}",1,
SYN194,"Hey! I used my visa to buy something small, but it's totally unacceptable. I’m really frustrated right now. Can you tell me how I can resolve this issue?","{""DisputeReason"":""product_unacceptable"",""PaymentNetwork"":""visa"",""MerchantServiceType"":""merchandise"",""CustomerSentiment"":""frustrated"",""TransactionContext"":""low_amount"",""QueryStyleAndDetail"":""natural_question_moderate_detail""}",1,
SYN195,"I've been having a really frustrating experience with my latest merchandise order. I paid with Visa for a low amount, but the product is unacceptable. What are my options?","{""DisputeReason"":""product_unacceptable"",""PaymentNetwork"":""visa"",""MerchantServiceType"":""merchandise"",""CustomerSentiment"":""frustrated"",""TransactionContext"":""low_amount"",""QueryStyleAndDetail"":""natural_question_moderate_detail""}",1,
SYN196,recent charge on my visa for merch? confused about it,"{""DisputeReason"":""general"",""PaymentNetwork"":""visa"",""MerchantServiceType"":""merchandise"",""CustomerSentiment"":""confused"",""TransactionContext"":""recent_transaction"",""QueryStyleAndDetail"":""short_keywords_minimal_detail""}",1,
SYN197,why am i seeing this visa charge for merch?,"{""DisputeReason"":""general"",""PaymentNetwork"":""visa"",""MerchantServiceType"":""merchandise"",""CustomerSentiment"":""confused"",""TransactionContext"":""recent_transaction"",""QueryStyleAndDetail"":""short_keywords_minimal_detail""}",1,
SYN198,need help! i have a recent visa transaction i don't get,"{""DisputeReason"":""general"",""PaymentNetwork"":""visa"",""MerchantServiceType"":""merchandise"",""CustomerSentiment"":""confused"",""TransactionContext"":""recent_transaction"",""QueryStyleAndDetail"":""short_keywords_minimal_detail""}",1,
SYN199,is this visa payment for merchandise legit? confused!,"{""DisputeReason"":""general"",""PaymentNetwork"":""visa"",""MerchantServiceType"":""merchandise"",""CustomerSentiment"":""confused"",""TransactionContext"":""recent_transaction"",""QueryStyleAndDetail"":""short_keywords_minimal_detail""}",1,
SYN200,merchandise fee on visa got me confused... what happened?,"{""DisputeReason"":""general"",""PaymentNetwork"":""visa"",""MerchantServiceType"":""merchandise"",""CustomerSentiment"":""confused"",""TransactionContext"":""recent_transaction"",""QueryStyleAndDetail"":""short_keywords_minimal_detail""}",1,
SYN201,I need help! I made a high amount payment on Discover for a service that I now believe was fraudulent. I’m totally confused about what to do next. Can you guide me through the dispute process?,"{""DisputeReason"":""fraudulent"",""PaymentNetwork"":""discover"",""MerchantServiceType"":""services"",""CustomerSentiment"":""confused"",""TransactionContext"":""high_amount"",""QueryStyleAndDetail"":""detailed_request_high_detail""}",1,
SYN202,"Hi there, I recently had a transaction on Discover for a service that cost quite a bit, and I suspect it might be fraudulent. I'm feeling a bit lost and confused, could you please help me figure out the steps I need to take to resolve this? Thanks!","{""DisputeReason"":""fraudulent"",""PaymentNetwork"":""discover"",""MerchantServiceType"":""services"",""CustomerSentiment"":""confused"",""TransactionContext"":""high_amount"",""QueryStyleAndDetail"":""detailed_request_high_detail""}",1,
SYN203,"Hello, I used my Discover card to pay for a service recently, and I’m pretty sure it’s fraudulent. The amount was quite high, and I’m really confused about how to handle this situation. Can you provide detailed instructions for disputing this transaction?","{""DisputeReason"":""fraudulent"",""PaymentNetwork"":""discover"",""MerchantServiceType"":""services"",""CustomerSentiment"":""confused"",""TransactionContext"":""high_amount"",""QueryStyleAndDetail"":""detailed_request_high_detail""}",1,
SYN204,"Hey! I need some clarity on a high dollar transaction I made with Discover. I paid for services that seem fishy, and now I think it was fraud. I’m confused about the process to dispute this. What do I need to do?","{""DisputeReason"":""fraudulent"",""PaymentNetwork"":""discover"",""MerchantServiceType"":""services"",""CustomerSentiment"":""confused"",""TransactionContext"":""high_amount"",""QueryStyleAndDetail"":""detailed_request_high_detail""}",1,
SYN205,"I’m reaching out because I think I’ve fallen victim to a fraudulent transaction on my Discover card. I paid a large amount for some services, and now I’m really confused about how to dispute it. Can you help explain the details I need to provide?","{""DisputeReason"":""fraudulent"",""PaymentNetwork"":""discover"",""MerchantServiceType"":""services"",""CustomerSentiment"":""confused"",""TransactionContext"":""high_amount"",""QueryStyleAndDetail"":""detailed_request_high_detail""}",1,
SYN206,"Dear Support Team, I would like to dispute a high amount transaction processed via Discover for a service that I cannot recognize. I have reviewed my account and cannot find any record of this charge and I would appreciate your assistance in resolving this matter promptly, as it is quite significant to my budget.","{""DisputeReason"":""unrecognized"",""PaymentNetwork"":""discover"",""MerchantServiceType"":""services"",""CustomerSentiment"":""formal"",""TransactionContext"":""high_amount"",""QueryStyleAndDetail"":""detailed_request_high_detail""}",1,
SYN207,"Hello, I'm reaching out regarding an unrecognized charge on my Discover card for services amounting to a large sum. I need detailed assistance in disputing this transaction, as it seems incorrect. Please provide guidance on how to proceed, including any possible documentation I should prepare.","{""DisputeReason"":""unrecognized"",""PaymentNetwork"":""discover"",""MerchantServiceType"":""services"",""CustomerSentiment"":""formal"",""TransactionContext"":""high_amount"",""QueryStyleAndDetail"":""detailed_request_high_detail""}",1,
SYN208,"To whom it may concern, I would like to formally address a high-value transaction on my Discover account that I do not recognize. It appears to be a charge from a service provider, but I cannot identify what it pertains to. Kindly assist me in initiating a dispute for this payment as it is causing me concern. Thank you.","{""DisputeReason"":""unrecognized"",""PaymentNetwork"":""discover"",""MerchantServiceType"":""services"",""CustomerSentiment"":""formal"",""TransactionContext"":""high_amount"",""QueryStyleAndDetail"":""detailed_request_high_detail""}",1,
SYN209,"Hi, I found a big charge on my Discover card for a service I don’t recall using and I'd like to dispute it. It’s a large amount and I’m really worried about this unrecognized payment. Can you help me understand the process and what info you need from me to resolve this? Thanks!","{""DisputeReason"":""unrecognized"",""PaymentNetwork"":""discover"",""MerchantServiceType"":""services"",""CustomerSentiment"":""formal"",""TransactionContext"":""high_amount"",""QueryStyleAndDetail"":""detailed_request_high_detail""}",1,
SYN210,"Attention Customer Support, I am contacting you regarding a high amount transaction on my Discover card which I do not recognize as a legitimate service. Given the significance of this charge, I request your detailed assistance in disputing this transaction. Your urgent attention to this matter is greatly appreciated.","{""DisputeReason"":""unrecognized"",""PaymentNetwork"":""discover"",""MerchantServiceType"":""services"",""CustomerSentiment"":""formal"",""TransactionContext"":""high_amount"",""QueryStyleAndDetail"":""detailed_request_high_detail""}",1,
SYN211,"Hi, I’m reaching out because I haven’t received a service I paid for with my visa a while back. Can you help me figure out what happened?","{""DisputeReason"":""product_not_received"",""PaymentNetwork"":""visa"",""MerchantServiceType"":""services"",""CustomerSentiment"":""neutral"",""TransactionContext"":""old_transaction"",""QueryStyleAndDetail"":""natural_question_moderate_detail""}",1,
SYN212,"I made an old transaction for a service using my visa, but I never received it. What can I do about this? Thanks!","{""DisputeReason"":""product_not_received"",""PaymentNetwork"":""visa"",""MerchantServiceType"":""services"",""CustomerSentiment"":""neutral"",""TransactionContext"":""old_transaction"",""QueryStyleAndDetail"":""natural_question_moderate_detail""}",1,
SYN213,"Hello, I’m just checking in about a service I bought a while ago with my visa. I haven’t seen anything come through, and I’m not sure how to resolve this issue.","{""DisputeReason"":""product_not_received"",""PaymentNetwork"":""visa"",""MerchantServiceType"":""services"",""CustomerSentiment"":""neutral"",""TransactionContext"":""old_transaction"",""QueryStyleAndDetail"":""natural_question_moderate_detail""}",1,
SYN214,"Hey, I need some help... I made a payment with my visa for some services, but I never got the product. It’s been a bit since the transaction, and I feel a bit stuck. Any advice?","{""DisputeReason"":""product_not_received"",""PaymentNetwork"":""visa"",""MerchantServiceType"":""services"",""CustomerSentiment"":""neutral"",""TransactionContext"":""old_transaction"",""QueryStyleAndDetail"":""natural_question_moderate_detail""}",1,
SYN215,"I paid for a service with my visa in the past, but I still haven’t received it. What steps can I take to dispute this matter? Appreciate your support!","{""DisputeReason"":""product_not_received"",""PaymentNetwork"":""visa"",""MerchantServiceType"":""services"",""CustomerSentiment"":""neutral"",""TransactionContext"":""old_transaction"",""QueryStyleAndDetail"":""natural_question_moderate_detail""}",1,
SYN216,"I recently canceled my subscription for a service I was using, but I noticed that my Discover card was still charged a small amount. Can you help me resolve this issue? I'm really frustrated about how this happened and want to make sure it doesn't happen again.","{""DisputeReason"":""subscription_canceled"",""PaymentNetwork"":""discover"",""MerchantServiceType"":""services"",""CustomerSentiment"":""frustrated"",""TransactionContext"":""low_amount"",""QueryStyleAndDetail"":""detailed_request_high_detail""}",1,
SYN217,"Hey there, I'm having a problem with a charge on my Discover card related to a service subscription I thought I canceled. It’s a low amount, but it’s still annoying! I need some assistance figuring out why this charge went through.","{""DisputeReason"":""subscription_canceled"",""PaymentNetwork"":""discover"",""MerchantServiceType"":""services"",""CustomerSentiment"":""frustrated"",""TransactionContext"":""low_amount"",""QueryStyleAndDetail"":""detailed_request_high_detail""}",1,
SYN218,"Umm, so I canceled my subscription a while back because I wasn't happy with the service, but I just saw a charge from that service on my Discover account. It's not a big amount but I feel really frustrated. Can you check this for me and help me dispute this? THanks!","{""DisputeReason"":""subscription_canceled"",""PaymentNetwork"":""discover"",""MerchantServiceType"":""services"",""CustomerSentiment"":""frustrated"",""TransactionContext"":""low_amount"",""QueryStyleAndDetail"":""detailed_request_high_detail""}",1,
SYN219,I need help! I canceled my subscription for the services I was using but still got charged on my Discover card for a low amount. I'm quite frustrated with this situation and would appreciate it if you could explain what went wrong and how I can get this resolved.,"{""DisputeReason"":""subscription_canceled"",""PaymentNetwork"":""discover"",""MerchantServiceType"":""services"",""CustomerSentiment"":""frustrated"",""TransactionContext"":""low_amount"",""QueryStyleAndDetail"":""detailed_request_high_detail""}",1,
SYN220,"Just found out that despite canceling my subscription, there’s still a charge on my Discover card from the service provider. It’s a small amount, but it’s really frustrating that I have to deal with this. Can you assist me in resolving this issue?","{""DisputeReason"":""subscription_canceled"",""PaymentNetwork"":""discover"",""MerchantServiceType"":""services"",""CustomerSentiment"":""frustrated"",""TransactionContext"":""low_amount"",""QueryStyleAndDetail"":""detailed_request_high_detail""}",1,
